id,name,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbn,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
5474,Pinesoul OG x Monster Cookies,Hybrid,,Greenpoint Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5475,Pinesoul OG,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5476,Kosher Alien x Monster Cookies,Hybrid,,Greenpoint Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5477,Sra. Amparo,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5478,Roots,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5479,Revolution,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5480,Dub,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5481,Session,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5482,Guayaka,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5483,Blackdance,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,Dancehall,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5485,Kalijah,Hybrid,,Reggae Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5486,Spiritual Punk,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5487,Jekyll Passion,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5488,El Alquimista,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5489,Spicy White Devil,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,Kiss Dragon,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5491,Thunder Bloody Mary,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5492,Crazy Miss Hyde,Hybrid,,Samsara Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5493,ACDC/Cannatonic,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5494,Purple Frost,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5495,Purple Sky,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5496,Cookie Jack,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5497,Cherry Pie x Harlequin,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5498,Golden OG,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5499,Banana Chem OG Kush,Hybrid,,Riot Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500,Platinum Banana OG Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5501,Tyler Perry,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,T.S.T. Cookies,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5503,DaVinci OG,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5504,Black Fire OG Kush,Hybrid,,Riot Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5505,Pootie Tang,Hybrid,,New House Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5506,Thunderfunked,Hybrid,,Dying Breed Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5507,Afghani #1 x NL #5 x Pakistani,Hybrid,,Dying Breed Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508,Boo Boo Berry,Hybrid,,Dying Breed Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5509,Planet Punch,Hybrid,,Colorado Peak Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5510,Hawaiian Querkle,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5511,Buddhas Third Eye,Hybrid,,Colorado Peak Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5512,Alien Poison,Hybrid,,Colorado Peak Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5513,General Ho,Hybrid,,SnowHigh Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5514,Bro Diesel,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5515,Biofuel,Hybrid,,Dying Breed Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5516,NL #5 x Pakistani,Hybrid,,Dying Breed Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5517,Strawberry Cough x Puna Budda,Hybrid,,Coastal Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5518,Puna Budda Cookies,Hybrid,,Coastal Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5519,Cannatonic x Puna Budda,Hybrid,,Coastal Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5520,Holy Headband,Hybrid,,Coastal Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5521,Holy Crush,Hybrid,,Coastal Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5522,Cookie Tonic,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5523,Black Romulan,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5524,Magic Mamma,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525,White Cashmere,Hybrid,,Aficionado Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5526,Musk CBD,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5527,Lemon Fuel OG,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5528,Kush Co OG,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,Casino,Hybrid,,Leprechaun Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,Venom,Hybrid,,Leprechaun Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5531,Snakebite,Hybrid,,Leprechaun Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5532,Lollypop,Hybrid,,Leprechaun Seed Co.,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5533,Pineapple Crush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5534,All Spark OG,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,Grizzly Kush,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5536,The True OG x Abba Zabba,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5537,Honey Bananas,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5538,Chaos Kush,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5539,Abba Zabba,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5540,Blue Bomber,Hybrid,,Canadian Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5541,Strawberry Banana x Blackberry,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5542,Trueberry,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5543,Blue Sherbert,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5544,Blue Ice,Hybrid,,Vancouver Seed Bank,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5545,Gelato #25,Hybrid,,Cookie Family,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,OG Skunk,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5547,Skunk Train,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,Space Mountain,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5549,Sorcerers Apprentice,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5550,White Sky,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5551,Prayer Tower,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,NL5 x Talk of Kabul,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5553,Mountain Temple,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5554,Mothers Milk,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5555,Love Dawg,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5556,Lemon Zinger,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,Isaac Haze,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5558,Heaven Mountain,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,Harlequin BX,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5560,Good Medicine,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5561,Gold Star,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5562,Elf Snack,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5563,Gorilla Arm (Apollo 13 pheno),Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5564,Super Silver Yo Mama,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5565,Lucky 13,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5566,Zuvuya,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,Apollo 11 Genuis Pheno,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5568,Drunken Monkey,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5569,Drunken Master,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5570,Drunken Unicorn,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5571,Purple Moonshine,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5572,Purple Mayhem,Hybrid,,Cannaexotics / GooeyBreeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5573,Dark Cross,Hybrid,,Cannaexotics / GooeyBreeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5574,Lava x Zinn,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,Lava,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5576,African Purple,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5577,Big City Lights,Hybrid,,NorStar Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5578,Dark Desire,Hybrid,,Cannaexotics / GooeyBreeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5579,Da-Zinn-Che,Hybrid,,NorStar Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5580,Zinn,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5581,Gooey x Very Berry Surprise,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5582,Very Berry Surprise (VBS),Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5583,Gooey x Sputnik 1.0,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5584,Rock Bud x Gooey,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,Northern Cali Gooey (Gooey),Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5586,Jade Dragon,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5587,Double Purple Afgooey,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5588,Dirty Hippy,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5589,Deep Chunk x Malawi Gold,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5590,Chem 91 x Talk of Kabul,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5591,Talk of Kabul,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5592,Bubba Kush x Pakistani Sativa,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5593,Blueberry Hill,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5594,Blue Tara,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5595,Medicine Buddha,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5596,Appalachian Thunderfuck,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5597,Mango Tango,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5598,Tangie x Peaches,Hybrid,,Elemental Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5599,The 415,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5600,Greenberry,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,Pink Goo,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5602,King of the Beasts,Hybrid,,HappyDay Farms,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5603,Joseph OG x Grape Ape,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5604,Lemon Yum Yum,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5605,Lionâ€™s Qubit,Hybrid,,GanJahnetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5606,Tabernacle,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5607,Tangie Blaster,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5608,Purple Cowboy,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5609,Blissful Wizard,Hybrid,,The Captains Connection,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,Captains Cookies,Hybrid,,The Captains Connection,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5611,RIPS Cookies,Hybrid,,RIPS Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5612,Widow Wreck,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5613,Mendo Thai,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5614,Mendo Supremo,Hybrid,,Gage Green Group,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,Grande Supremo,Hybrid,,Gage Green Group,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5616,Mendo Queen,Hybrid,,Gage Green Group,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,Bio-Chem,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5618,Bio-Star,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5619,Bio-Diesel Bx1,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,DankStar,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,Dank #5,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5622,Dank Sinatra,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,Grape Krush x Skunk #1,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5624,Meltdown,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5625,NightStar,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5626,Pipe Dream,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5627,RTD,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5628,P-Phunk #5 (Tierra Rojo),Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,Pre-98 Bubba Kush x C99,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5630,Shooting Star,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5631,Ski Patrol,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5632,Ski Train,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5633,Aracta Trainwreck x SSH,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5634,Snowpack,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5635,Verdad,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5636,Abusive OG x Bogglegum,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5637,Wild West,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5638,Ambulance,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5639,Z7 (Remedy),Hybrid,,CBD Crew,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,Apex Kush,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,Bear Dance,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,Sasquatch,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5643,Suge Pure Kush x Uzbekistani Hashplant,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5644,Flurry,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5645,Columbine,Hybrid,,303 Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5646,Struth,Hybrid,,GoldenSeed,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5647,Tylight,Hybrid,,GoldenSeed,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5648,Gupta Kush,Hybrid,,Helping Hands Herbals,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5649,Vin Diesel,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5650,Sour Headband,Hybrid,,Loud Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5651,OG Diesel,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5652,Surf Ninja,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5653,Passion Fruit Pancakes,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5654,Strawberry Pez,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5655,Orange Lemonade,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5656,Northern Lights x Blackberry Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5657,Pineapple Goo,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5658,High Rise OG,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5659,Purple LA,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5660,Stacked Kush,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5661,Nicole,Hybrid,,Marimberos,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5662,Honey BooBoo,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5663,Grape LA,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5664,Golden Lemons,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5665,Double Alien 18,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5666,Florida Gold,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5667,Florida OG,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5668,Golden Berry,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5669,Sour Kosher,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5670,Sour Krypt,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5671,Super Lemon OG,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5672,JuJu Royal,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5673,Jew Gold,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5674,C-13 Haze,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5675,El Fuego,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5676,White Alien,Hybrid,,DNA Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5677,New York Power Diesel,Hybrid,,Sativa Seedbank,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5678,White Lady OG,Hybrid,,710 Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5679,Monster Mint,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5680,Key Lime Cookies,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5681,Hindu Kush x Bubba Kush,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5682,Grape Goo,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5683,Grandoggy Purps,Hybrid,,Connoisseur Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5684,Wonder Cookies,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5685,Head Cracker,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5686,Nice Dreams,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5687,Cream Cheese,Hybrid,,Cream Of The Crop,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5688,Motorbreath,Hybrid,,Pisces Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5689,Yogi,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,Griz Kush,Hybrid,,Native Roots,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,Transformer,Hybrid,,Gage Green Group,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5692,PowerNap,Hybrid,,Sin City Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5693,Sour Limon,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5694,Shakti,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5695,OGKB (OG Kush Breath),Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5696,Sour Apple Haze,Hybrid,,Lumpy Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5697,ECSD x Girl Scout Cookies,Hybrid,,Connoisseur Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5698,Cherry Larry,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5699,Tranquil Elephantizer,Hybrid,,Bodhi Seeds,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5700,Strawberry Forum Cookies,Hybrid,,RIPS Genetics,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5701,Sharks Tooth,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
